"id","tmdb_id","media_type","title","rating","tmdb_backdrop","tmdb_poster","release_date","overview","createdAt","updatedAt"
5,7345,"movie","There Will Be Blood",7.9,"https://image.tmdb.org/t/p/w780/xzqwxyQlhbdnnSpFbBpuDhdVZ92.jpg","https://image.tmdb.org/t/p/w780/gULACAZnPnyauix3mgMKG63UkXt.jpg","2007-12-28","When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.","2017-12-11 15:39:09.067-05","2017-12-11 15:39:09.067-05"
6,10683,"movie","Happiness",7.5,"https://image.tmdb.org/t/p/w780/ArW9pVWnEqYKx0zbEIIVr6pzsvO.jpg","https://image.tmdb.org/t/p/w780/uUhzz0n7uDK5EMGyhpzNhMdggjK.jpg","1998-10-16","The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.","2017-12-11 16:24:03.501-05","2017-12-11 16:24:03.501-05"
7,1598,"movie","Cape Fear",7,"https://image.tmdb.org/t/p/w780/zDVrWS9PzI0HJU1kyfO6UNsx9br.jpg","https://image.tmdb.org/t/p/w780/4KvrvcqckdupXXO2YnANtyG7QLK.jpg","1991-11-15","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.","2017-12-11 16:24:05.947-05","2017-12-11 16:24:05.947-05"
8,1429,"movie","25th Hour",7.2,"https://image.tmdb.org/t/p/w780/9chIFrNEp03mJTFQWFCcx6yeVtE.jpg","https://image.tmdb.org/t/p/w780/hf3KpQ13Z8HS0ZodzooMiR8PBqD.jpg","2002-12-16","The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.","2017-12-11 16:24:08.799-05","2017-12-11 16:24:08.799-05"
9,334,"movie","Magnolia",7.5,"https://image.tmdb.org/t/p/w780/9In3XGQSdr2yfgUoEdCpqxEGAOO.jpg","https://image.tmdb.org/t/p/w780/jxkHxPiMfGiFvxSOduNV4oIKJI5.jpg","1999-12-08","An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","2017-12-11 16:24:11.802-05","2017-12-11 16:24:11.802-05"
10,18415,"movie","Gummo",6.5,"https://image.tmdb.org/t/p/w780/9xh2m3nBZqtTaDdzVzLU7jCN5Q4.jpg","https://image.tmdb.org/t/p/w780/54rpZVaJ2PJ9SrqFAYqxY2YAdRB.jpg","1997-10-17","Solomon and Tummler are two teenagers killing time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s.","2017-12-11 16:24:17.861-05","2017-12-11 16:24:17.861-05"
11,391713,"movie","Lady Bird",8.6,"https://image.tmdb.org/t/p/w780/2ByWxoMbfE3pxztCJn5qTJ5Ui2Y.jpg","https://image.tmdb.org/t/p/w780/pVtoXPA2zqNTeaR8MOsrD1XvUXK.jpg","2017-09-08","Christine ""Lady Bird"" McPherson, a fiercely independent teenager, tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California & to get away from her complicated mother & recently-unemployed father.","2017-12-11 16:24:20.788-05","2017-12-11 16:24:20.788-05"
12,1878,"movie","Fear and Loathing in Las Vegas",7.2,"https://image.tmdb.org/t/p/w780/vtEKE4OFsnuIh37oo1arOMM2ELv.jpg","https://image.tmdb.org/t/p/w780/u9ffgobMADj6GCafeImbov566j9.jpg","1998-05-22","The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.","2017-12-11 16:24:23.834-05","2017-12-11 16:24:23.834-05"
13,451,"movie","Leaving Las Vegas",7.1,"https://image.tmdb.org/t/p/w780/2gJDuPxrZBns5ab47HQbyU2l6Im.jpg","https://image.tmdb.org/t/p/w780/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg","1995-10-27","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","2017-12-11 16:24:26.728-05","2017-12-11 16:24:26.728-05"
16,805,"movie","Rosemary's Baby",7.6,"https://image.tmdb.org/t/p/w780/3THF7D3uPqhV6k7iKsr2EyjqVPK.jpg","https://image.tmdb.org/t/p/w780/kqA1pt9ovovArgJZi2Lu4Unf6He.jpg","1968-06-12","A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.","2017-12-11 16:26:34.879-05","2017-12-11 16:26:34.879-05"
17,13020,"movie","Enron: The Smartest Guys in the Room",7.2,"https://image.tmdb.org/t/p/w780/jkpTcreM7YOUF4RaDTgTAy9aMJZ.jpg","https://image.tmdb.org/t/p/w780/d1oHF7nFAxC6X5ZNRn1SCSTJYDW.jpg","2005-04-22","A documentary about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall.","2017-12-11 16:26:40.149-05","2017-12-11 16:26:40.149-05"
18,15,"movie","Citizen Kane",8,"https://image.tmdb.org/t/p/w780/xqDfLC7XbiaVN5XxZBWOJCX0hU7.jpg","https://image.tmdb.org/t/p/w780/n8wfFsQ5vtm6dM8vdgXb6OLv2GY.jpg","1941-04-30","Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","2017-12-11 16:26:49.166-05","2017-12-11 16:26:49.166-05"
19,11517,"movie","Money Train",5.4,"https://image.tmdb.org/t/p/w780/dBavxNhbNZ8uJU9avHrqCCEKuii.jpg","https://image.tmdb.org/t/p/w780/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg","1995-11-21","A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.","2017-12-11 16:26:52.052-05","2017-12-11 16:26:52.052-05"
20,10466,"movie","The Money Pit",6.2,"https://image.tmdb.org/t/p/w780/4XRrEIoRHYfRhX7QnnhLT951T6B.jpg","https://image.tmdb.org/t/p/w780/vzUfCSAXDIQemW6Kdk2RU2JtfiV.jpg","1986-03-15","After being evicted from their Manhattan apartment, a couple buys what looks like the home of their dreams – only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything – including the kitchen sink – disappears into the 'Money Pit'.","2017-12-11 16:26:55.05-05","2017-12-11 16:26:55.05-05"
21,11576,"movie","It's a Mad, Mad, Mad, Mad World",7,"https://image.tmdb.org/t/p/w780/jvR2MRGQXQ2bHrJm0gtBJ85kZqN.jpg","https://image.tmdb.org/t/p/w780/jihWfNbGSjGAxiHOX2r1kSlzwIm.jpg","1963-11-07","A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.","2017-12-11 16:27:04.215-05","2017-12-11 16:27:04.215-05"
22,12405,"movie","Slumdog Millionaire",7.6,"https://image.tmdb.org/t/p/w780/aIv7WnkxMWsswEpaeRuNbC32D9d.jpg","https://image.tmdb.org/t/p/w780/9zknVczWOLhTKnT9nbX2IOCHtZn.jpg","2008-05-12","Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.","2017-12-11 16:27:10.241-05","2017-12-11 16:27:10.241-05"
23,1359,"movie","American Psycho",7.3,"https://image.tmdb.org/t/p/w780/zf7L87ZS2cXjaRT5d3ibIUaJvoo.jpg","https://image.tmdb.org/t/p/w780/qXsylPM4Lr5397R3eHrfqHhTUNc.jpg","2000-04-13","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","2017-12-11 16:27:13.16-05","2017-12-11 16:27:13.16-05"
24,11011,"movie","Ri¢hie Ri¢h",5.4,"https://image.tmdb.org/t/p/w780/3VK2JEWBN4ZJNKtIkr7QadI8pV4.jpg","https://image.tmdb.org/t/p/w780/hbNmaqJcjg4ChZ5vvfQpNzizoiR.jpg","1994-12-19","Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","2017-12-11 16:27:22.164-05","2017-12-11 16:27:22.164-05"
25,1542,"movie","Office Space",7.4,"https://image.tmdb.org/t/p/w780/8QSLv5XMSLDRcFsstS669F5ZRZl.jpg","https://image.tmdb.org/t/p/w780/iO9aZzrfmMvm3IqkFiQyuuUMLh2.jpg","1999-02-19","Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.","2017-12-11 16:27:25.134-05","2017-12-11 16:27:25.134-05"
26,12634,"movie","The Big Bounce",5,"https://image.tmdb.org/t/p/w780/up2xW80u5iyDEYdSPhj4gxFFkcU.jpg","https://image.tmdb.org/t/p/w780/yTKph1RyCpJg0tWTuZuI0zLa9dD.jpg","2004-01-30","A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.","2017-12-11 16:27:28.01-05","2017-12-11 16:27:28.01-05"
27,8051,"movie","Punch-Drunk Love",6.9,"https://image.tmdb.org/t/p/w780/yzDeCyDr8B4mtTODLnvgB0Jienu.jpg","https://image.tmdb.org/t/p/w780/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg","2002-10-25","A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.","2017-12-11 16:27:30.998-05","2017-12-11 16:27:30.998-05"
28,316023,"movie","Mike and Dave Need Wedding Dates",5.9,"https://image.tmdb.org/t/p/w780/xt9YBIG1kM5tzxU5miOVwTEq8ao.jpg","https://image.tmdb.org/t/p/w780/u8ynhM5I8D7jG2dUE6KlsOgwYYp.jpg","2016-07-07","Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.","2017-12-11 16:27:34.179-05","2017-12-11 16:27:34.179-05"
29,9870,"movie","Forgetting Sarah Marshall",6.4,"https://image.tmdb.org/t/p/w780/m6gLGI5PorxfX1ZeicIQ3UgtvHP.jpg","https://image.tmdb.org/t/p/w780/rAXlZmQ3gg4mScySg1kvs0ZLdCb.jpg","2008-04-17","When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.","2017-12-11 16:27:37.233-05","2017-12-11 16:27:37.233-05"
30,43959,"movie","Soul Surfer",6.9,"https://image.tmdb.org/t/p/w780/kkRc3JndbQtbH6ZQeOvU4vztgKS.jpg","https://image.tmdb.org/t/p/w780/t7twsxCK3vIkn4z0w4WwHuVZPNy.jpg","2011-04-08","Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","2017-12-11 16:27:40.146-05","2017-12-11 16:27:40.146-05"
31,22915,"movie","North Shore",5,"https://image.tmdb.org/t/p/w780/g9gAEgS6wzY83IBOO0rYlER1iIE.jpg","https://image.tmdb.org/t/p/w780/9Vmr9lCU3ZESMl9128HzXUPxMXQ.jpg","1987-08-14","On a small stretch of coastline as powerful as a man's will, Rick Kane came to surf the big waves. He found a woman who would show him how to survive, and a challenge unlike any other.","2017-12-11 16:27:43.039-05","2017-12-11 16:27:43.039-05"
32,9266,"movie","Blue Crush",5.7,"https://image.tmdb.org/t/p/w780/pZmUs1f3t3P0sAySnw8vdFclO4p.jpg","https://image.tmdb.org/t/p/w780/zHCuiNnQu0o84vPK9vuecJ8SLZe.jpg","2002-08-08","Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...","2017-12-11 16:27:46.098-05","2017-12-11 16:27:46.098-05"
33,87093,"movie","Big Eyes",6.9,"https://image.tmdb.org/t/p/w780/urnGzQvP8fwWWGkn1k809KqIjbm.jpg","https://image.tmdb.org/t/p/w780/tkxE7BLschoqNzTikrGvZN7IL7K.jpg","2014-12-24","The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.","2017-12-11 16:27:48.998-05","2017-12-11 16:27:48.998-05"
34,26011,"movie","Hard Ticket to Hawaii",4.4,"https://image.tmdb.org/t/p/w780/z693gOozHniiNftivmMU5g2kqeT.jpg","https://image.tmdb.org/t/p/w780/gqJelQddvGQpJHZSqi4AzDz48lw.jpg","1987-03-01","A man with a bazooka helps defend air-freighters Donna and Taryn against drug smugglers and a snake.","2017-12-11 16:27:52.086-05","2017-12-11 16:27:52.086-05"
35,168672,"movie","American Hustle",6.8,"https://image.tmdb.org/t/p/w780/dpGGeiTPDzqrcbK7h8if2YHHBXN.jpg","https://image.tmdb.org/t/p/w780/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg","2013-12-12","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.","2017-12-11 16:27:55.134-05","2017-12-11 16:27:55.134-05"
36,164457,"movie","Out of the Furnace",6.5,"https://image.tmdb.org/t/p/w780/pRcgYKQkx4W0h8wdPlV4o12KiuK.jpg","https://image.tmdb.org/t/p/w780/uzAdwkg8jJZaILUmhqMVup8gEyy.jpg","2013-12-06","Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.","2017-12-11 16:27:58.265-05","2017-12-11 16:27:58.265-05"
37,339455,"movie","Flock of Dudes",6.4,"https://image.tmdb.org/t/p/w780/2rH3KD86icTChZdwdpWYOGPx2Wk.jpg","https://image.tmdb.org/t/p/w780/7IX57TQHx4aD0fSw81ECYK4WZ0I.jpg","2015-06-13","A 30-something year old decides to ""break up"" with his best buds in order to finally grow up.","2017-12-11 16:28:01.018-05","2017-12-11 16:28:01.018-05"
38,369524,"movie","The Comedian",5.5,"https://image.tmdb.org/t/p/w780/v4tyjztSHSEh8DoExMzasJRr96w.jpg","https://image.tmdb.org/t/p/w780/jR7PZd7K0dFT6oL9qhbSsiJXDsR.jpg","2016-12-09","A look at the life of an aging insult comic.","2017-12-11 16:28:04.118-05","2017-12-11 16:28:04.118-05"
39,11814,"movie","Weird Science",6.4,"https://image.tmdb.org/t/p/w780/3UemUDKgf7vRIdxftIopOVu7Gxf.jpg","https://image.tmdb.org/t/p/w780/6sK6ywu1dgp3QrCsT6JclKTjV0Q.jpg","1985-08-01","Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.","2017-12-11 16:28:07.198-05","2017-12-11 16:28:07.198-05"
40,19596,"movie","Electric Dreams",6.4,"https://image.tmdb.org/t/p/w780/tch8uMgb8Kw3NOyIpAca2ZAka6x.jpg","https://image.tmdb.org/t/p/w780/8wPmd5UothUkQQ8jqjgQOj1DTc9.jpg","1984-07-20","Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled down on him. Things start getting out of hand when both Miles and Edgar, how the computer calls himself, fall in love with Madeline, an attractive neighbour.","2017-12-11 16:28:10.033-05","2017-12-11 16:28:10.033-05"
41,9346,"movie","Risky Business",6.4,"https://image.tmdb.org/t/p/w780/o06wUbxSudBYDSJ8FGUNAdYvSHx.jpg","https://image.tmdb.org/t/p/w780/60ioiHP0H6PHYcXz7oJvqildpNZ.jpg","1983-08-05","Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.","2017-12-11 16:28:13.035-05","2017-12-11 16:28:13.035-05"
42,2108,"movie","The Breakfast Club",7.8,"https://image.tmdb.org/t/p/w780/tUSXZ37j0XpNtmOb5uwqogdcq7E.jpg","https://image.tmdb.org/t/p/w780/4ZejrrCpfoypR5lHoT3pq6yVldW.jpg","1985-02-15","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.","2017-12-11 16:28:16.2-05","2017-12-11 16:28:16.2-05"
43,10673,"movie","Wall Street",7,"https://image.tmdb.org/t/p/w780/qCeqEDkvhmDJ5nvT7IIBU7kUI5a.jpg","https://image.tmdb.org/t/p/w780/fC9zRkJjgemBEmubrZaWXtC4FcN.jpg","1987-12-10","A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.","2017-12-11 16:29:52.8-05","2017-12-11 16:29:52.8-05"
44,13373,"movie","Millions",6.3,"https://image.tmdb.org/t/p/w780/2qetP9ORIEUt767fsCCg7yZk76.jpg","https://image.tmdb.org/t/p/w780/i1MGhMr2I2yumcOvKxxO80jVOOI.jpg","2005-04-08","Two boys, still grieving the death of their mother, find themselves the unwitting benefactors of a bag of bank robbery loot in the week before the United Kingdom switches its official currency to the Euro. What's a kid to do?","2017-12-11 16:29:54.251-05","2017-12-11 16:29:54.251-05"
45,21039,"movie","Rogue Trader",6,"https://image.tmdb.org/t/p/w780/xQEMLENOpTuei46yJ1zrnMn9siY.jpg","https://image.tmdb.org/t/p/w780/t10DvWj5Yeog5jsJZuBoFDJJbhP.jpg","1999-01-01","Rogue Trader tells the true story of Nick Leeson, an employee of Barings Bank who--after a successful trading run--ends up accumulating $1.4 billion in losses hidden in account #88888.","2017-12-11 16:29:57.164-05","2017-12-11 16:29:57.164-05"
46,9277,"movie","The Sting",7.9,"https://image.tmdb.org/t/p/w780/qdTTCAt35taHlFeeKZwBXLuJ5z7.jpg","https://image.tmdb.org/t/p/w780/mQaM8fDQdFWwCTFp0TZG8fChlZ5.jpg","1973-12-25","Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.","2017-12-11 16:30:00.217-05","2017-12-11 16:30:00.217-05"
47,11420,"movie","The Corporation",7.5,"https://image.tmdb.org/t/p/w780/9Qmqp2EF9tQX95ZaxsLHa7Cu8nl.jpg","https://image.tmdb.org/t/p/w780/7S5rkHsVfMAQEHFQavx3nm74hNH.jpg","2003-09-10","Since the late 18th century American legal decision that the business corporation organizational model is legally a person, it has become a dominant economic, political and social force around the globe. This film takes an in-depth psychological examination of the organization model through various case studies. What the study illustrates is that in the its behaviour, this type of ""person"" typically acts like a dangerously destructive psychopath without conscience. Furthermore, we see the profound threat this psychopath has for our world and our future, but also how the people with courage, intelligence and determination can do to stop it.","2017-12-11 16:30:03.444-05","2017-12-11 16:30:03.444-05"
48,246777,"movie","The Counterfeiters",7.8,"https://image.tmdb.org/t/p/w780/wdctb3JxE2DeduXo9R9XOHRhCW8.jpg","https://image.tmdb.org/t/p/w780/xoIHS2WnwMpFWvK8rhXo4C62MjX.jpg","1948-05-28","Scotland Yard cop goes undercover to nab counterfeiter and his gang.","2017-12-11 16:30:06.275-05","2017-12-11 16:30:06.275-05"
49,4478,"movie","Indecent Proposal",5.8,"https://image.tmdb.org/t/p/w780/q793LSnNfTDTvolHyWjieEceDYk.jpg","https://image.tmdb.org/t/p/w780/tBsmJ9owjjnT4rO4kE1mOzxQAJc.jpg","1993-04-07","Robert Redford stars as billionaire John Gage, who offers a down-on-his-luck yuppie husband (Woody Harrelson) $1 million for the opportunity to spend the night with the man's wife (Demi Moore).","2017-12-11 16:30:08.827-05","2017-12-11 16:30:08.827-05"
50,9390,"movie","Jerry Maguire",6.7,"https://image.tmdb.org/t/p/w780/37o2HXE6pvtcbH6fTX6ZFWveGOh.jpg","https://image.tmdb.org/t/p/w780/99YTEdKOKDRClsscOpJfdkbaTrQ.jpg","1996-12-06","Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.","2017-12-11 16:30:12.317-05","2017-12-11 16:30:12.317-05"
51,15143,"movie","Some Kind of Wonderful",6.9,"https://image.tmdb.org/t/p/w780/k7EhJms7VoWvyCLVW3Tbs0BYJgW.jpg","https://image.tmdb.org/t/p/w780/t5trXgQn0B6Un8JeGGWhwek95f6.jpg","1987-02-27","A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.","2017-12-11 16:30:15.207-05","2017-12-11 16:30:15.207-05"
53,9340,"movie","The Goonies",7.4,"https://image.tmdb.org/t/p/w780/qKeyO9gXaaK0g87tvvqOPK1siwc.jpg","https://image.tmdb.org/t/p/w780/bZUbpjwnarSHJK40W9sGpyedWhx.jpg","1985-06-06","A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.","2017-12-11 16:43:32.529-05","2017-12-11 16:43:32.529-05"
54,13703,"movie","Less Than Zero",6.2,"https://image.tmdb.org/t/p/w780/zRdK2OQ0BquK3mTrCu6AODiBtxi.jpg","https://image.tmdb.org/t/p/w780/8lgZSFuymoSMW3oDil135YU8Whq.jpg","1987-11-06","A college freshman returns to Los Angeles for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.","2017-12-11 16:43:33.665-05","2017-12-11 16:43:33.665-05"
55,14370,"movie","Real Genius",6.6,"https://image.tmdb.org/t/p/w780/x3fJpijAVSHHT3yHRUNhMi69r4A.jpg","https://image.tmdb.org/t/p/w780/1HxrHluqDwou74TrE3bRqoiQN9N.jpg","1985-08-07","Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.","2017-12-11 16:43:35.171-05","2017-12-11 16:43:35.171-05"
56,17258,"movie","The Pick-up Artist",5.2,"https://image.tmdb.org/t/p/w780/xfnJqmwKvNIGSXbsnmSIKKB4Ti5.jpg","https://image.tmdb.org/t/p/w780/7A0NSddt0qc6tVFVZQBSG0eHnwK.jpg","1987-09-18","A womanizer meets his match when he falls for the daughter of a gambling addict who is in debt to the mob.","2017-12-11 16:43:36.678-05","2017-12-11 16:43:36.678-05"
57,297761,"movie","Suicide Squad",5.9,"https://image.tmdb.org/t/p/w780/34dxtTxMHGKw1njHpTjDqR8UBHd.jpg","https://image.tmdb.org/t/p/w780/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg","2016-08-02","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.","2017-12-11 16:43:38.176-05","2017-12-11 16:43:38.176-05"
58,141052,"movie","Justice League",6.6,"https://image.tmdb.org/t/p/w780/o5T8rZxoWSBMYwjsUFUqTt6uMQB.jpg","https://image.tmdb.org/t/p/w780/9rtrRGeRnL0JKtu9IMBWsmlmmZz.jpg","2017-11-15","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry, and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.","2017-12-11 16:43:39.681-05","2017-12-11 16:43:39.681-05"
59,1771,"movie","Captain America: The First Avenger",6.6,"https://image.tmdb.org/t/p/w780/pmZtj1FKvQqISS6iQbkiLg5TAsr.jpg","https://image.tmdb.org/t/p/w780/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg","2011-07-22","Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","2017-12-11 16:43:41.325-05","2017-12-11 16:43:41.325-05"
60,271110,"movie","Captain America: Civil War",7.1,"https://image.tmdb.org/t/p/w780/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg","https://image.tmdb.org/t/p/w780/kSBXou5Ac7vEqKd97wotJumyJvU.jpg","2016-04-27","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","2017-12-11 16:43:44.165-05","2017-12-11 16:43:44.165-05"
61,49538,"movie","X-Men: First Class",7.1,"https://image.tmdb.org/t/p/w780/39nstYsfjR6ggyKTtB4Joga2fs8.jpg","https://image.tmdb.org/t/p/w780/7SSm7BfzFoVzmd6fCDccj7qRxc8.jpg","2011-05-24","Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.","2017-12-11 16:43:45.678-05","2017-12-11 16:43:45.678-05"
62,1930,"movie","The Amazing Spider-Man",6.5,"https://image.tmdb.org/t/p/w780/4Dd0CcqIHeyJFALYVzpHrsnbOX6.jpg","https://image.tmdb.org/t/p/w780/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg","2012-06-27","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","2017-12-11 16:43:47.21-05","2017-12-11 16:43:47.21-05"
